deu	yid
Tierpark	זאָאָ-גאָרטן
Tierpark	זאָאָלאָגישער גאָרטן
Zoo	זאָאָ-גאָרטן
Zoo	זאָאָלאָגישער גאָרטן
Tischbesteck	זילבער
Titanic	טיטאניק
Tochter	טאָכטער
Tod	טױט
Tonbandgerät	מאַגנעטאָפֿאָן
Tonbandgerät	טײפּ־רעקאָרדער
Magnettongerät	מאַגנעטאָפֿאָן
Magnettongerät	טײפּ־רעקאָרדער
Tornado	טורנעידא
Tornister	רענצל
Transkription	טראַנסקריפּציע
Umschrift	טראַנסקריפּציע
trauern	טרויערן
Traum	חלום
Wunschtraum	חלום
träumen	חלומען
Trottel	דאָס
Trottel	באַלוואַן
Truppe	טרופּע
Tschernobyl	טשערנאבל
Tschornobyl	טשערנאבל
über	וועגן
von	וועגן
Überbau	אײבערבױ
Übersetzer	איבערזעצער
Übersetzer	איבערזעצערין
Übersetzer	איבערזעצערקע
Übersetzerin	איבערזעצער
Übersetzerin	איבערזעצערין
Übersetzerin	איבערזעצערקע
Übertreibung	גוזמא
Übertreibung	איבערטרײַבונג
Übertreibung	איבערטרײַבעניש
Uhr	אַ זייגער
Ukraine	אוקריינא
Ukraine	אוקרײַנע
und	און
Ungarn	אונגארן
unsterblich	אומשטאַרביק
Untersuchung	באַטראַכטונג
USA	פֿ"ש
Usbekistan	אוזבעקיסטאן
Vaseline	װאַזעלין
Vater	טאַטע
Vater	פֿאָטער
Vegetarismus	וועגעטאַריאַניסם
Verabredung	טרעפֿונג
Treffen	טרעפֿונג
verärgert	בײז
verärgert	רישעותדיק
wütend	בײז
wütend	רישעותדיק
zornig	בײז
zornig	רישעותדיק
erbost	בײז
erbost	רישעותדיק
vereinfachen	פֿאַרגרינגערן
Vereinigtes Königreich	בריטאניע
Vergissmeinnicht	פֿאַרגעסניטל
verheiratet	חתונה־געהאַט
Verkäuferin	פֿאַרקויפֿערין
verlieren	פֿאַרלירן
verlieren	אָנווערן
vermutlich	אַ פּנים
vermutlich	דאַרפֿן
wahrscheinlich	אַ פּנים
wahrscheinlich	דאַרפֿן
verursachen	לאָזן
zur Folge haben	לאָזן
viele	אַ סך
viele	אַ סך
Visum	וויזע
Volksrepublik China	כינע
Vormittag	פֿאַרמיטאָג
Vorteil	מעלה
Vorteil	זכות
Vorzug	מעלה
Vorzug	זכות
Pluspunkt	מעלה
Pluspunkt	זכות
Waage	וואָג
Wabe	האָניקשויבן
Bienenwabe	האָניקשויבן
Wahl	וואלן
während	בעת
Walhai	כריש לווייתני
wann	ווען
warum	פֿאַרוואָס
warum	למאַי
weshalb	פֿאַרוואָס
weshalb	למאַי
weswegen	פֿאַרוואָס
weswegen	למאַי
wieso	פֿאַרוואָס
wieso	למאַי
Wasser	װאַסער
Waſſer	װאַסער
Watte	װאַטע
Weichsel	ווייסל
Weide	ווערבע
Weinbeere	ווײַנטרויב
Weinbeere	ווײַנפּערל
Weinbeere	טרויב
Weintraube	ווײַנטרויב
Weintraube	ווײַנפּערל
Weintraube	טרויב
weinen	וויינען
Weise	חכם
Weißrussland	בעלארוסיע
Welpe	הינטל
Welpe	הינטעלע
Werk	ווערק
Werkzeug	מכשיר
wessen	וועמענס
Wikiwörterbuch	װיקיװערטערבוך
Wikiwörterbuch	װיקיװערטערבוך
Wiktionary	װיקיװערטערבוך
Windel	ווינדל
Wissenschaft	וויסנשאַפֿט
Woche	וואָך
Wochen	וואָך
Woche	וואָך
Woche	װאָך
Arbeitswoche	וואָך
Arbeitswoche	װאָך
Wodka	vodka
Wodka	וואדקע
wohin	וווּהין
Wolf	וואָלף
Wolke	כמאַרע
Wolke	וואָלקן
Wolle	וואָל
Wortart	ווערטערקלאַס
Wortklasse	ווערטערקלאַס
Redeteil	ווערטערקלאַס
lexikalische Kategorie	ווערטערקלאַס
Wurst	וווּרשט
Bockwurst	וווּרשט
Zahnarzt	ציינדאָקטער
Zahnrad	ציינראָד
Zarathustra	זאָראָאַסטער
Zarathustra	זאַראַטוסטראַ
Zoroaster	זאָראָאַסטער
Zoroaster	זאַראַטוסטראַ
Zarathuſtra	זאָראָאַסטער
Zarathuſtra	זאַראַטוסטראַ
Zoroaſter	זאָראָאַסטער
Zoroaſter	זאַראַטוסטראַ
zentral	מיטל
Zentral	מיטל
Zink	צינק
Zirkus	צירקוס
Zugang	צוטריט
Zugang	דריסת־הרגל
Zuhörerschaft	אוידיטאָריע
zusammen	יחדיו
zusammenbinden	פֿאַרבינדן
zusammenbinden	צובינדן
Zweiter Weltkrieg	צװײטע װעלט קריג
Zweiter Weltkrieg	צװײטע װעלט מלחמה
Zynismus	ציניזם
Sa.	שבת
Schwägerschaft	מחותּנישאַפֿט
Verwandtschaft durch Heirat	מחותּנישאַפֿט
alt	אַלט
alt	יעריק
alt	זקניש
alt	זקנדיק
beten	בעטן גאָט
Bigotterie	פֿאַרגלייבטקייט
Chaiselongue	שעזלאָנג
erste	ערשט
französisch	פֿראַנצייזיש
Gehen	גאַנג
Gehen	גײעניש
Laufen	גאַנג
Laufen	גײעניש
gelb	געל
ich vermisse dich	איך בענק נאָך אײַך
ich vermisse dich	איך בענק נאָך דיר
du fehlst mir	איך בענק נאָך אײַך
du fehlst mir	איך בענק נאָך דיר
Kaleidoskop	קאַליידאָסקאָפּ
kalter Krieg	קאלטער קריג
Montreal	מאנטרעאל
Morgen	אינדערפֿרי
Pädophilie	פעדעפיליע
polnisch	פּויליש
Raufbold	בריטאַן
Raufbold	שלעגער
Raufbold	פּריטשעפּע
Raufbold	אָנכאַפּ
Streithahn	בריטאַן
Streithahn	שלעגער
Streithahn	פּריטשעפּע
Streithahn	אָנכאַפּ
Zirconium	צירקאָניום
Zircon	צירקאָניום
Irgun Tzwai Le’umi	אצ"ל
$	$
-e	ביר
Bier -es	ביר
-e	טאָג
Tag - s	טאָג
nee	נײן
=	אַרמענער
Armenier -s	אַרמענער
Schofar	שופֿר
Zweites Buch Mose	שמות
Zweites Buch Moſe	שמות
Kascha	קאַשע
Kaddisch	קדיש
Zimmes	צימעס
gegenseitiges Verständnis	פֿאַרשטענדיקונג
gegenseitiges Einverständnis	פֿאַרשטענדיקונג
-n	פֿײַל
-e	פֿיש
Fisch -es	פֿיש
-e	סאַזשלקע
-e	סטאוו
Teich -s	סאַזשלקע
Teich -s	סטאוו
Weiher -s	סאַזשלקע
Weiher -s	סטאוו
-nägel	נאָגל
-nägel	פֿוסנאָגל
Tüchlein	נאָזטיכל
nachm.	נאָכמיטאָג
Nisan	ניסן
-n	מידבר
Masoretischer Text	מסורה
werfen ''A''	וואַרפֿן
-e	ווינט
Wind - s	ווינט
Web	וועב
-en	העלפֿאַנד
Elephant -en	העלפֿאַנד
-en	דימענט
Diamant -s	דימענט
Zentralasien	צענטראַל־אַזיע
Erster Weltkrieg	ערשטע וועלט מלחמה
Canberra	קאנבערא
Gestapo	געסטאַפּאָ
Isaac Newton	אייזיק ניוטאן
Weißes Haus	ווייסע הויז
Weißes Haus	ווייסע הויז
Montana	מאנטענע
Lesen	לייענונג
Helena	העלענע
Tischgebet	ברכת המזון
US-Dollar	אמעריקאנער דאלארן
Dateisystem	טעקע סיסטעם
Ido-Sprache	אידא
ungarische Sprache	אונגאריש
italienische Sprache	איטאליעניש
Arthur Rubinstein	ארטור רובינשטיין
Edmund Hillary	עדמונד הילארי
Alanis Morissette	אלאניס מאריסעט
Charles Tupper	טשארלס טאפער
David Beckham	דעיוויד בעקהעם
Herodes der Große	הורדוס
Dow Jones Industrial Average	דאו דשאונס
Jimmy Wales	זשימי וועילס
Séance	אוב
Lemberg	לעמבערג
Leo Trotzki	לייב טראצקי
Lewis Libby	לואיס ליבי
Der Name der Rose	די נאָמען פֿון די רױז
Der Name der Roſe	די נאָמען פֿון די רױז
Organisation Amerikanischer Staaten	אָרגאַניזאַציע פֿון אַמעריקאַנישע שטאַטן
Organiſation Amerikaniſcher Staaten	אָרגאַניזאַציע פֿון אַמעריקאַנישע שטאַטן
Micheil Saakaschwili	מיכאיל סאקשווילי
Millard Fillmore	מילארד פילמאר
Muhammad Husni Mubarak	מוכמאד כוסעיני מובאראק
Nottingham	נאטינגהאם
Ku-Klux-Klan	קו קלוקס קלען
World Trade Center	ווארלד טרעיד צענטער
Wilfrid Laurier	ווילפריד לוריער
Hiskija	חזקיהו
Yaoundé	יאונדע
Arizona	אַריזאָנאַ
Hispaniola	היספאניאלא
John Diefenbaker	דזשאן דיפענבעיקער
Intelligent Design	אינטעליזשענט דעזיין
Röntgenstrahlung	עקס-רעי
Südbezirk	דרום דיסטריקט
GNU	GNU
Empire	אַמפּיר
Empirestil	אַמפּיר
Paraná	פאראנא
Christopher John Dodd	קריסטאפער דאד
Mattathias	מתתיהו הכהן
Menasseh ben Israel	מנשה בן ישראל
Dow Bär von Mesritsch	דוב בער ממעזריטש
Rush Limbaugh	ראש לימבאו
Anti-Defamation League	עי די על
Treo	טריאו
Michael Moore	מייקל מאור
Laura Schlessinger	לאורע שלעזינגער
Tony Snow	טאני סנאו
Ijob	איוב
Achinoam Nini	אחינועם ניני
Końskowola	קאנסקאוואלע
Aschdod	אשדוד
Grimmen	שנײַדעניש
schneidende Schmerzen	שנײַדעניש
Jessica Simpson	דזשעסיקע סימפסאן
Karl Rove	קארל ראוו
Kirjat Mal’achi	קריית מלאכי
Baruch Goldstein	ברוך גאלדשטיין
Donald Trump	דאנאלד טראמפ
Streitkräfte der Vereinigten Staaten	מיליטער פון די יו.עס.עי.
Gnarls Barkley	נארלס בארקלי
Netanja	נתניה
Schneur Salman	שניאור זלמן מלאדי
East Village	איסט וויליזש
Jigal Amir	יגאל עמיר
Ger	גור
Google Groups	גוגעל גרופס
Scholem Alejchem	שלום עליכם
Schulchan Aruch	שלחן ערוך
Backpflaumen	געטריקנטע פֿלױם
gedörrte Pflaumen	געטריקנטע פֿלױם
Trockenpflaumen	געטריקנטע פֿלױם
Nr.	נו׳
Koloskopie	קאלאנסקאפי
Phraseologismus	פֿראַזעאָלאָגיזם
Nördliches Amerika	צפונדיקע אַמעריקע
Klärgrube	אָפּגאַנגגרוב
-en	אַכזריות
-en	גרױזאַמקײט
-en	בעסטיאַלישקײט
-en	אַכזריותדיקײט
-en	בעסטיאַלקײט
-en	רוצחישקײט
-en	ברוטאַליטעט
-en	פֿרײַ
-en	פֿרײַהײט
-en	פֿרײַקײט
-n	גלאָק
-n	אַמבאַסאַדאָר
-n	באָטשאַפֿטער
Vertreter -s	אַמבאַסאַדאָר
Vertreter -s	באָטשאַפֿטער
Botschafter -s	אַמבאַסאַדאָר
Botschafter -s	באָטשאַפֿטער
-n	ארויסזאג
Do.	דאנערשטיק
Jiddismus	ייִדישיזם
ich brauche deine Hilfe	איך דאַרף דײַן הילף
ich brauche Ihre Hilfe	איך דאַרף דײַן הילף
ich bin Jude	איך בין אַ ייִד
ich bin Jüdin	איך בין אַ ייִד
gebären werden	געבוירן ווערן
-se	בוס
Bus -ses	בוס
Seitenlocke	פּאה
Schläfenlocker	פּאה
bunt kunterbunt	קאָלירט
Zustimmung einverstanden	מסכּים
Vollschiff	פֿרעגאַט
in einem Boot sitzen	זײַן אויף איין פֿור
Psychiater -s	פּסיכיאַטער
Psychiater -s	פסיכיאטר
=	יאַפּאַנער
Jap<u>a</u>ner -s	יאַפּאַנער
Dithyrambe	דיפֿיראַמב
-bässe	קאָנטראבאס
Kontrabaß -basses	קאָנטראבאס
Frieden -s	פֿרידן
Frieden -s	פֿריד
Speichel -s	שפייעכץ
Feb	פֿעב
Chinesischer Yuan	כינעזישער יואן
¥	¥
Das Mausoleum von Halikarnassos	מאַוסאָליעם פֿון מאַוסאָלאָס
Das Mauſoleum von Halikarnaſſos	מאַוסאָליעם פֿון מאַוסאָלאָס
Der zweite Brief des Johannes	דער צװײטער בריװ פֿון יוחנן
Akkadisch	אַקאַדיש
Althochdeutsch	אַלט־ הויכדויטש
Aserbaidschanisch	אַזערביידזשאַניש
Ausdruck	פּנים
Ausdruck	העוויה
Gesicht	פּנים
Gesicht	העוויה
Miene	פּנים
Miene	העוויה
Chinesisch	כינעזיש
Englisch	ענגליש
Finnisch	פֿיניש
Französisch	פֿראַנצױזיש
Georgisch	גרוזיניש
Griechisch	גריכיש
Italienisch	איטאַליעניש
Javanisch	יאַװאַנעזיש
Kurdisch	קורדיש
Latein	לאטיין
Maltesisch	מאַלטעזיש
mehrsprachig	בעל-לשון
mehrsprachig	עטלעך־שפּראַכיק
polyglott	בעל-לשון
polyglott	עטלעך־שפּראַכיק
Mongolisch	מאנגאליש
Rumänisch	רומעניש
Serbisch	סערביש
Sprache	שפראך
Sprache	שפּראַך
Tamil	טאַמיל
Ukrainisch	אוקרײַניש
Weißrussisch	װײַסרוסיש
jiddisch	ייִדיש
jüdisch	ייִדיש
Chinesische Sprachen	כינעזיש
Nepalesisch	נעפּאַליש
Nepali	נעפּאַליש
finnisch	פֿיניש
Aar	אָדלער
Adler	אָדלער
ab	פֿון זינט
ab	זינט
seit	פֿון זינט
seit	זינט
von	פֿון זינט
von	זינט
Abart	פֿלעקסיע
Abart	בייגונג
Beugung	פֿלעקסיע
Beugung	בייגונג
Flexion	פֿלעקסיע
Flexion	בייגונג
aber	אָבער
trotzdem	אָבער
abgeklärt	חכם
abgeklärt	רעסאָנדנע
Abiturient	גראַדואַנט
Abiturient	אַביטוריענט
Abkunft	בלוט
Abstammung	בלוט
Familie	בלוט
Herkunft	בלוט
Nachkommenschaft	בלוט
Vorfahren	בלוט
abschließen	שליסן
beenden	שליסן
schließen	שליסן
zu Ende führen	שליסן
abschließen	שליסן
abschreiben	איבערשרײַבן
abschreiben	אָפּמאָלן
abschreiben	איבערקאָפּירן
abschreiben	אָפּקאָפּירן
abschreiben	דופּליקירן
abschreiben	קאָלאַציאָנירן
kopieren	איבערשרײַבן
kopieren	אָפּמאָלן
kopieren	איבערקאָפּירן
kopieren	אָפּקאָפּירן
kopieren	דופּליקירן
kopieren	קאָלאַציאָנירן
eine Kopie machen	איבערשרײַבן
eine Kopie machen	אָפּמאָלן
eine Kopie machen	איבערקאָפּירן
eine Kopie machen	אָפּקאָפּירן
eine Kopie machen	דופּליקירן
eine Kopie machen	קאָלאַציאָנירן
abwägen	קריטיקירן
achtzigste	אַכציקסט
Actinium	אַקטיניום
Adler	אָדלער
Adoption	אַדאָפּטירונג
Affe	מאַלפּע
Affe	מאַלפּע
Affe	מאַלפּעס
Ähre	זאַנג
Akazie	אַקאַציע
akkurat	גענוי
genau	גענוי
Alabaster	אַלעבאַסטער
Alkoven	אַלקאָווע
alphabetisch	אַלפֿאַבעטיש
Alter	אַלטערהייט
Alter	אַלטקייט
Alter	זקנה
Alter	זקונים
hohes Alter	אַלטערהייט
hohes Alter	אַלטקייט
hohes Alter	זקנה
hohes Alter	זקונים
Aluminium	אַלומיניום
Ameise	מוראַשקע
Ameiſe	מוראַשקע
Ameise	מוראַשקע
Amerika	אַמעריקע
anhaben	האָבן
tragen	האָבן
Ankara	אנקארא
Antarktis	אנטארקטיקע
Antwerpen	אנטווערפן
Aphorismus	שפּריכוואָרט
Aphorismus	וועלצווערטל
Denkspruch	שפּריכוואָרט
Denkspruch	וועלצווערטל
Redewendung	שפּריכוואָרט
Redewendung	וועלצווערטל
Sentenz	שפּריכוואָרט
Sentenz	וועלצווערטל
Sprichwort	שפּריכוואָרט
Sprichwort	וועלצווערטל
Spruch	שפּריכוואָרט
Spruch	וועלצווערטל
Apotheke	אַפּטייק
April	אפריל
Arkansas	אַרקאַנסאָ
Arsen	אַרסען
Artischocke	אַרטישאָק
Aschenbecher	אַשטעצל
Asien	אזיע
Asien	אזיע
Asien	אַזיע
Asien	אַזיע
Asphalt	אַספֿאַלֿט
Äthiopien	עטיאָפיע
atlantisch	אַטלאַנטיש
Atlas	סאַטין
Aubergine	פּאַטלעזשאַן
Eierfrucht	פּאַטלעזשאַן
Melanzani	פּאַטלעזשאַן
Aufgang	זונאויפֿגאַנג אויפֿגאַנג
Mondaufgang	זונאויפֿגאַנג אויפֿגאַנג
Sonnenaufgang	זונאויפֿגאַנג אויפֿגאַנג
aufheben	ליקװידירן
liquidieren	ליקװידירן
Aufklärung	בילדונג
Bildung	בילדונג
Schulung	בילדונג
Aufzug	ליפט
Fahrstuhl	ליפט
Lift	ליפט
Auge	oig
Augen	oig
Auge	אויג
Augenlid	אױגנדעקל
Lid	אױגנדעקל
August	אויגוסט
August	אױגוסט
Ernting	אויגוסט
Ernting	אױגוסט
Auguscht	אויגוסט
Auguscht	אױגוסט
aus	פֿון
von	פֿון
ausländisch	פֿרעמד
fremd	פֿרעמד
ausschließen	מחוץ־למחנה שטעלן
ausschließen	אָפּלאָנטשען
exkommunizieren	מחוץ־למחנה שטעלן
exkommunizieren	אָפּלאָנטשען
Australien	אויסטראַליע
Australien	אויסטראַליע
Australien	אױסטראַליע
Australien	אויסטראַליע
Commonwealth von Australien	אױסטראַליע
Commonwealth von Australien	אויסטראַליע
Axt	האַק
Bacchanal	װאַקכאַנאַליע
Bagdad	באגדאד
Banane	באַנאַנע
Bandmaß	מעטער
Meter	מעטער
Metermaß	מעטער
Maßband	מעטער
Bart	באָרד
Bart	באָרד
bärtig	בערדיק
Bassin	שווימבאַסיין
Becken	שווימבאַסיין
beenden	ענדיקן
enden	ענדיקן
Beerdigung	לעווייַע
Begräbnis	לעווייַע
Bestattung	לעווייַע
befreien	באַפֿרײַען
Begierde	תּאווה
begreifen	פֿאַרשטיין
verstehen	פֿאַרשטיין
Beil	העקל
Beistrich	קאָמע
-ta	קאָמע
Komma -s	קאָמע
Beitrag	בײַטראָג
bekommen	מקבל זײַן
empfangen	מקבל זײַן
erhalten	מקבל זײַן
kriegen	מקבל זײַן
belegtes Brot	שניטקע
Sandwich	שניטקע
benennen	אָנרופֿן
bezeichnen	אָנרופֿן
nennen	אָנרופֿן
taufen	אָנרופֿן
Benin	בענין
Berg	באַרג
Bescheidenheit	באַשיידנקייט
Bescheidenheit	הכנעה
beschneiden	ייִדישן
Besitz	farmog
Eigentum	farmog
Habseligkeiten	farmog
Hab und Gut	farmog
Vermögen	farmog
Gut	farmog
besonders	באַזונדערש
Bettuch	טלית
Bettuch	טליתים
Gebetsmantel	טלית
Gebetsmantel	טליתים
Gebetsschal	טלית
Gebetsschal	טליתים
jüdischer Gebetsschal	טלית
jüdischer Gebetsschal	טליתים
Tallit	טלית
Tallit	טליתים
Beugung	קאָניוגאַציע
Konjugation	קאָניוגאַציע
Bevölkerung	באַפֿעלקערונג
bevorzugen	בעסער וועלן
bewachen	באַװאַכן
bewaldet	װאַלדיק
waldig	װאַלדיק
Bezirk	געגענט
Kirchspiel	געגענט
Stadtbezirk	געגענט
Stadtteil	געגענט
Stadtviertel	געגענט
Bhutan	בהוטאַן
Bibel	ביבל
Biber	ביבער
Biene	bin
Biene	בין
Bienenhonig	האָניק
Honig	האָניק
bitte	ביטע
bitter	ביטער
blassrosa	ראָז
rosafarben	ראָז
pinkfarben	ראָז
Blume	בלום
Blume	קווייט
Blüte	בלום
Blüte	קווייט
Bogenschütze	פֿײַלן־בויגער
Bogenschütze	בויגן־שיסער
Boot	שיפֿל
Borste	יאָזשפֿלאַנץ
Borste	חזיר־האָר
Borsten	יאָזשפֿלאַנץ
Borsten	חזיר־האָר
böse	שלעכט
boshaft	שלעכט
Brand	פֿײַער
Brand	פייער
Feuer	פֿײַער
Feuer	פייער
Brasilien	בראַזיליע
Brauch	מסורה
Tradition	מסורה
Bräuche	פֿיר
Bräuche	פֿירונג
Bräuche	מינהג
Bräuche	אָנגענומענקײט
Bräuche	אײַנפֿיר
Bräuche	העקפֿיר
Gewohnheit	פֿיר
Gewohnheit	פֿירונג
Gewohnheit	מינהג
Gewohnheit	אָנגענומענקײט
Gewohnheit	אײַנפֿיר
Gewohnheit	העקפֿיר
-n	פֿיר
-n	פֿירונג
-n	מינהג
-n	אָנגענומענקײט
-n	אײַנפֿיר
-n	העקפֿיר
Brauch -s	פֿיר
Brauch -s	פֿירונג
Brauch -s	מינהג
Brauch -s	אָנגענומענקײט
Brauch -s	אײַנפֿיר
Brauch -s	העקפֿיר
braun	ברוין
Bronze	ברוין
Bräutigam	חתן
Brechreiz	ניט־גוטקײט
Brechreiz	איבל
Übelkeit	ניט־גוטקײט
Übelkeit	איבל
Breslau	ברעסלוי
bringen	ברענגען
holen	ברענגען
Brombeere	אָזשענע
Brombeere	אַזשענע
Dornenstrauch	אַזשענע
Brot	ברויט
Brücke	בריקל
brüten	דענקען
brüten	טראכטען
denken	דענקען
denken	טראכטען
dünken	דענקען
dünken	טראכטען
grübeln	דענקען
grübeln	טראכטען
nachdenken	דענקען
nachdenken	טראכטען
nachsinnen	דענקען
nachsinnen	טראכטען
überlegen	דענקען
überlegen	טראכטען
Buchhandlung	מוכר־ספֿרים
Buchladen	מוכר־ספֿרים
Zeitungsstand	מוכר־ספֿרים
Buchgeschäft	מוכר־ספֿרים
Bulgarien	בולגאַריע
Bürgerschaft	פֿאָלק
Leute	פֿאָלק
Volk	פֿאָלק
Staatbürgerschaft	פֿאָלק
Statsangehörigkeit	פֿאָלק
Bürgersinn	פֿאָלק
Bursche	יונג
Junge	יונג
Chemie	כעמיע
Chinesin	כינעזערין
Chlor	כלאָר
chocolat	שאָקאָלאַד
Kakao	שאָקאָלאַד
Schokolade	שאָקאָלאַד
schokoladenfarben	שאָקאָלאַד
heiße Schokolade	שאָקאָלאַד
Trinkschokolade	שאָקאָלאַד
Chrom	קראָומיאַם
Computer	קאָמפּיוטער
Rechner	קאָמפּיוטער
Computer	קאָמפּיוטער
Datenverarbeiter	קאָמפּיוטער
Rechner	קאָמפּיוטער
Dämmerung	פֿאַרטאָג
Morgendämmerung	פֿאַרטאָג
Morgengrauen	פֿאַרטאָג
Tagesanbruch	פֿאַרטאָג
dankbar	דאַנקבאַר
Dattel	טייטל
Decke	באַלקן
Decke	סופיט
Decke	פאלאַפ
Zimmerdecke	באַלקן
Zimmerdecke	סופיט
Zimmerdecke	פאלאַפ
Delfin	דעלפין
Delphin	דעלפין
Dessert	פֿאַרבײַסן
Dessert	דעסערט
Nachspeise	פֿאַרבײַסן
Nachspeise	דעסערט
Nachtisch	פֿאַרבײַסן
Nachtisch	דעסערט
Deutschland	דײַטשלאַנד
Dezember	דעצעמבער
Julmond	דעצעמבער
Diebstahl	גנבֿה
Diebstahl	גנבֿה
Entwendung	גנבֿה
Dienstag	דינסטיק
Dienstag	דינסטאָג
Dividende	דיװידענד
doch	דאָך
Docke	חזיר
Hausschwein	חזיר
Schwein	חזיר
Kosel	חזיר
Wutz	חזיר
Mocke	חזיר
Dolch	דאַגער
Donnerstag	דאָנערשטיק
Dschibuti	דזשיבוטי
dünn	דין
fein	דין
Dynamit	דיינאַמייט
ehrwürdig	גראָ
grau	גראָ
grauhaarig	גראָ
weißhaarig	גראָ
Ei	אײַ
Eichel	חזיר־נוס
Eichel	זשאָלאָדע
Eichel	אײכל
Eichel	גאָלעש
Eichel	חזיר־ניסל
Eichel	דעמבנוס
Eiland	אינדזל
Insel	אינדזל
einfach	גרינג
leicht	גרינג
einjährig	יאָריק
ein paar Zeilen schreiben	שרײַבן
Einrichtung	דזשימדזשיק
Einrichtung	אײַנריכטונג
Mechanismus	דזשימדזשיק
Mechanismus	אײַנריכטונג
Vorrichtung	דזשימדזשיק
Vorrichtung	אײַנריכטונג
einverstanden sein	מסכּים זײַן
zustimmen	מסכּים זײַן
Eiszapfen	אײַזליכטל
Eiszapfen	אײַזצאַפּן
Eiszapfen	סטרעמפּל
Eiszapfen	סטראָמפּליע
eitern	אָנרײַסן
eitrig werden	אָנרײַסן
Eiweiß	ווײַסל
Eiklar	ווײַסל
Elefant	העלפֿאַנד
Elefant	העלפאנד
Elektrizität	עלעקטרע
Erde	ערד
Erde	וועלט
Welt	וועלט
Eritrea	עריטרײאַ
erklären	קלאָר מאַכן
erneut	צוריק
erneut	נאָכאַמאָל
erneut	ווידער
noch einmal	צוריק
noch einmal	נאָכאַמאָל
noch einmal	ווידער
wieder	צוריק
wieder	נאָכאַמאָל
wieder	ווידער
schon wieder	צוריק
schon wieder	נאָכאַמאָל
schon wieder	ווידער
nochmal	צוריק
nochmal	נאָכאַמאָל
nochmal	ווידער
ersinnen	אויסטראַכטן
spinnen	אויסטראַכטן
Estland	עסטלאנד
etwas	עפּעס
Fähre	פּראָם
Fährschiff	פּראָם
Familie	משפּחה
Fass	טון
Fass	פֿאַס
Fäustling	הענטשקע
Handschuh	הענטשקע
Fax	פֿאַקס
Feber	פֿעברואַר
Februar	פֿעברואַר
Hornung	פֿעברואַר
Fernglas	בינאָקל
Prismenfernglas	בינאָקל
Fettsucht	גראב
Übergewicht	גראב
Adipostas	גראב
Fieber	היץ
Fieber	פֿיבער
Filiale	פֿיליאַל
Zweigstelle	פֿיליאַל
Film	פֿילם
Spielfilm	פֿילם
Finnland	פֿינלאַנד
Fleisch	פֿלייש
Flugzeug	אײַראָפּלאַן
Flugzeug	אַעראָפּלאַן
Flugzeug	אַעראָפּלאַן
forschen	באַטראַכטן
prüfen	באַטראַכטן
Forst	װאַלד
Gehölz	װאַלד
Hain	װאַלד
Wald	װאַלד
Frankreich	פֿראַנקרייך
Fremdenführer	גיד
Fremdenführer	עקסקורסיע־פֿירער
Führer	גיד
Führer	עקסקורסיע־פֿירער
fröhliche Weihnachten	פֿרײלעכע ניטל
frohe Weihnachten	פֿרײלעכע ניטל
Fund	דערגײ
Fund	אױסגעפֿינס
Fund	געפֿינס
Fund	דערגײונג
Fundsache	דערגײ
Fundsache	אױסגעפֿינס
Fundsache	געפֿינס
Fundsache	דערגײונג
fünf	פֿינף
Fünfeck	פינפעק
Gabe	beyshteier
Geschenk	beyshteier
Schenkung	beyshteier
Spende	beyshteier
Zuwendung	beyshteier
Geldspende	beyshteier
Gabel	גאָפּל
Gabun	גאַבאן
Gadolinium	גאַדאָליניום
Gans	גאַנדז
Gans	גאַנדז
Gardine	פֿאָרהאַנג
Vorhang	פֿאָרהאַנג
Garnele	ראַקל
Gaststätte	רעסטאָראַן
Restaurant	רעסטאָראַן
Gaststätte	רעסטאָראַן
Restaurant	רעסטאָראַן
Gazellen	הערש
gearbeitet	שװער
Gebärde	תּנועה
Gebärde	זשעסט
Geste	תּנועה
Geste	זשעסט
Geburtshelfer	אַקושערין
Geburtshelfer	הײַבאַם
Geburtshelfer	אַקושערקע
Geburtshelferin	אַקושערין
Geburtshelferin	הײַבאַם
Geburtshelferin	אַקושערקע
Hebamme	אַקושערין
Hebamme	הײַבאַם
Hebamme	אַקושערקע
Entbindungshelfer	אַקושערין
Entbindungshelfer	הײַבאַם
Entbindungshelfer	אַקושערקע
Entbindungspfleger	אַקושערין
Entbindungspfleger	הײַבאַם
Entbindungspfleger	אַקושערקע
Entbindungspflegerin	אַקושערין
Entbindungspflegerin	הײַבאַם
Entbindungspflegerin	אַקושערקע
Entbindungshelferin	אַקושערין
Entbindungshelferin	הײַבאַם
Entbindungshelferin	אַקושערקע
Geheimdienst	שׂכל
Nachrichtendienst	שׂכל
Geldstrafe	קנס
Strafe	קנס
Bußgeld	קנס
Bussgeld	קנס
Geliebte	ליובאָווניצע
Geliebte	מעטרעסע
Geliebte	קאָכאַנקע
Gemarkung	גרענעץ
Grenze	גרענעץ
Gemerke	גרענעץ
Georg	Georg
Girgel	Georg
Gorch	Georg
Gorgel	Georg
Görries	Georg
Görris	Georg
Jörg	Georg
Jorn	Georg
Jurgen	Georg
Jürgen	Georg
Schorsch	Georg
gern haben	ליב האָבן
lieben	ליב האָבן
lieb haben	ליב האָבן
Geschäft	קראָם
Geschäft	געװעלב
Geschäft	קלײט
Geschäft	געשעפֿט
Laden	קראָם
Laden	געװעלב
Laden	קלײט
Laden	געשעפֿט
